Indonesia,Simalungun,Pronounciation,Part of Speech,Sentence Examples & Related Forms
capek,torik,torik,Adjective,lelah: torik amang halani dongkah mardalan ayah capek karena lama berjalan
capung,siri,,,
cara,jangkit,,,
cara,pangampar,,,
cara,pangampu,,Verb,
cara,panlulus,,,
cara,parhundul,,Noun,
cara,pongkat,pOk:at,Noun,pongkat ni panriahan cara bermufakat
cara berdiri,parjongjong,,,
cara duduk,parhundul ,,,
cara masuk,parmasuk ,,,
cara melihat,pangidah,,,
cara memakai kain,sigi,,,
cara memakai kain yang kurang sopan sehingga tampak bagian paha,sigi,sigi,Noun,sigi pamakeini kain sarung ai kurang sopan memakai kain sarung itu
cara memangku,parampu,,,
cara memangku orang yang memangku,"pangabingan 
",,,
cara memasak sagu,sulit,,,
"cara memasak sagu dengan membentuknya seperti bentuk kuali, tipis, lalu dijerangkan di api seperti kue martabak",sulit,sulit,Noun,
cara memperindah sesuatu sehingga menarik,hajenah,hajEnah,Noun,buei tumang hajenah min banyak sekali caramu memperindah sesuatu sehingga menarik; menawan hati
cara meng,pangampar ,,,
cara menyadap,pangagad ,,,
cara pandang anak,otute,,,
cara pandang anak yatim piatu ketika melihat anak yang mempunyai orang tua memakan makanan yang enak,otute,OtutE,Noun,
cara; jalan,jangkit,jakkit,Noun,aima jangkitni ase mangan itulah cara baginya untuk mencari makan
cari,daram,daram,Verb,
cari,dios,diOs,Verb,dios torihi ase dapot! cari dengan teliti agar dapat!
cari,jarah,jarah,Verb,jarah rosi dapot! cari sampai dapat!; ; 
cari,pindah,pindah,Verb,pindah ma hasonangan mencari kesenang- an
cari,sari,,,
cari,torih,torih,Verb,"periksa; manorihi		v		mencari: humationg	do	ia	manorih duitni na magou in ia berputar- putar mencari uangnya yang hilang itu"
cat,bolong,,,
cat,sat,sat,Noun,alop lobei sat na i atas lamari ai! ambilkan dulu cat yang di atas lemari itu!
cawan,sahan,sahan,Noun,boan hu jon sahan in! bawa kemari cawan itu!
cecak,boraspati,bOraspati,Raya,
cecer,peper,,,
cecer; ,peper,pEpEr,Verb,"mangkapeper omei i tongah dalan	padi	berceceran	di tengah jalan"
cegukan,sosohotan,sosohotan,Verb,
cekatan,hinsah,,,
cekatan,sigap,sigap,Adjective,
cekatan,tirgas,tirgas,,
cekatan;lancarrajin;giat,hinsah,hissah,Adjective,anggo ia hinsah tumang marhorja kalau dia cepat sekali bekerja
cekik,gotol,gOtOl,Adjective,
cekik,pongkik,pOk:i?,Verb, mencekik;  menindas;  men- cekik;
cekik,songkik,sokkik,Verb,"halani rangaptu	songkik	pala	ia mangan ruti ai karena rakus- nya, ia tercekik makan roti itu; ; ; "
cekung,holbung,hOlbuG,Adjective,songon holbung ni balanga mando huyummu  pipimu seperti cekung kuali
cela,risa,risa,Noun,
celana,pitolon,pitOlOn,Noun,boli sada pitolon sikolah na jenges! belilah sebuah celana sekolah yang bagus!;
celana,saluar,saluwar,Noun,
celana dalam,singkot,sikkOt,Noun,cawat: jomur singkotmu na bonsot ai! jemur celana dalam- mu yang basah itu!
celipar,lupak,,,
celipar  (tempat gambir),lupak,lupa?,Noun,domma magou lupak ni ompung nantuari sudah hilang celipar nenek kemarin; salupak num sepetak; setapak
celup,solup,solup,Verb,
celup,sornob,sOrnOb,Verb,": tanda na dop mambere sora, isornobkon do jari-jari hu tinta tanda sudah memberi suara (pada pemilu) dicelupkan jari ke tinta"
celup,sosob,sosOb,Verb,; 
cemas,gobir,gObir,,halak nak gobir seng pag mardalan borngin orang akan cemas tidak berani jalan malam; - khawatirkan
cemas,gobor,,,
cemburu,itug,,,
cemburu,latei,latEy,Adjective,ulangma dong uhur latei janganlah ada pikiran cemburu
cemburu; dendam,itug,itug,Adjective,itug ahu bani ia aku cemburu pada dia;
cemooh,jajik,,,
cemooh; ejekan,jajik,jajik,Adjective,ulangma jajik halak na legan! jangan cemooh orang lain!
cemplung,gulabuk,,,
cemplung; mencemplung,gulabuk,gulabuk,Verb,"si Dali gulabuk nantuari i bah, anjaha hampir mogap si Dali mencemplung di sungai kemarin, tetapi hampir tenggelam"
cencang,gotgot,gOtgOt,Verb,gotgot lobei baru rap mangokhon cencang dahulu baru dimakan
cendawan,dawan,dawan,Raya,dawan tubuh bani hayu na masik cendawan tumbuh pada kayu yang sudah lapuk; 
cendol,sendol,sEddol,Noun,
cengkih,sengkeh,sEkkEh,Noun,opat rimpang sengkeh empat tangkai cengkeh
cengkih,songkeh,sOkkEh,Noun,
centeng,pareman,parEman,Noun,
centong nasi,harih,,,
centong nasi yang terbuat dari kayu dan ber- tangkai pipih (untuk mengaduk nasi dalam periuk),harih,harih,Noun,
cepat,gejer,gEjEr,Adjective,pembohani ni ma gejer tu dalani jalannya terlalu cepat
cepat,girah,,,
cepat,hapos,hapOs,Bandar,
cepat,hepes,hEpEs,Adjective,pardalanni hepes tumang jalannya cepat sekali
cepat,hetep,hEtEp,Adjective,titisni roh dokah in roh hetep mandarat bocornya semakin lama se- makin cepat keluar
cepat,hisah,hisah,Adjective,anggo ia hisah tumang marlintun dia cepat sekali kalau berlari
cepat,hissan,hissan,Adjective,tangkas; segera
cepat,lingkat,liGkat,Adjective,amboru ai lingkat mardalan anak perempuan itu berjalan cepat
cepat,podas,pOdas,Adjective,podas ho laho tu sikolah lekas engkau pergi ke sekolah;
cepat,sihap,sihap,Adjective,sihap do ia roh cepat juga ia datang; 
cepat; cepat- cepat,girah,girah,Raya,"ho laho girah, huja? kamu cepat-cepat, mau pergi kemana?;"
cepatkan,papodaskon,,,
cepatkan,papodaskon ,,,
cerai,sirang,siraG,Verb,pisah; lerai; ; melerai; ; ; ber- pisah: au domma marsirang pakon binuatku saya sudah bercerai dengan istri saya; ; ; sirang- usaha agar suami istri saling membenci sehingga bercerai
cerai,tolah,,,
cerdik,sus,sus,Adjective,
ceret,seret,sErEt,Noun,tempat air minum
cerewet,gadag,,,
cerewet,riting,ritiG,Adjective,inang paduahon kahatan na riting bani anak ni nani dapot kebanyakan ibu tiri cerewet kepada anak tirinya
cerita,sarita,sarita,Noun,aha saritamu bani? apa ceritamu padanya?
ceritakan,antus,attus,Verb,antus turilukian ai boni ceritakan kejadian itu padanya
cermat,rongut,rOGut,Adjective,si Tohir rongut tumang marhorjakon horja ai si Tohir sangat cermat mengerjakan kerja itu
cermat dan,tulimat,,,
cermat dan berhati-hati,tulimat,tulimat,Adjective,tulimat do ia marhorja dia bekerja dengan cermat
cermin,sormin,sOrmin,Noun,"anggo manorikah bohi, itorih bani sormin kalau melihat wajah, lihatlah di cermin"
ceroboh,gurapas,gurapas,Raya,ia gurapas marlahoan ia sangat ceroboh dalam bekerja
ceroboh,ransah,ras:ah,Adjective,tidak hati-hati: ulang ransah marduit jangan ceroboh kalau memiliki uang: ulang rasah dassah ho manjaga anggimu jangan cero- boh menjaga adikmu
cetak,rokam,rOkam,Verb,
cicit,nini,nini,Pronoun,
cicit,nono,nOnO,Pronoun,
cincang,Ry,gastOG,Verb,
cincang,gahgah,,,
cincang,gatgat,,,
cincang,getget,gEtgEt,Verb,
cincang,taktak,taktak,Verb,"buat gadung in, taktak lumat bani panganon ni dayok! ambil ubi itu, cincang halus untuk makanan ayam!"
cincang; ,gahgah,gahgah,Verb,inang margahgah dongkei ibu mencincang daging
cincin,tarnitni,tarnitni,Noun,
cincin,tintin,tittin,Noun,tintin omas
cincin atau ring,halihir,,,
cincin atau ring tambatan tali pada hidung lembu atau kerbau,halihir,halihir,Noun,
ciptaan,siminik,siminik,Noun,jolma siminik ni Tuhan manusia adalah ciptaan Tuhan
cis,palis,,,
cis,pis,,,
cis (kata ejekan menunjukkan rasa tidak suka),palis,palis,Particle,"palis otik pelang pot au bani cis, aku tidak suka kepadanya sedikitpun"
cis (ucapan rasa benci),pis,pis,Noun,
cium,anggoh,,,
cium,sanggoh,saggOh,Verb,"isanggoh		v	dicium:	mase isanggoh	ho		indahan		mi? mengapa kau cium nasimu itu?; ; "
cium,summah,summah,Verb,: marsummah do sidea halani dakkah lang pajumpah mereka berciuman karena lama tidak berjumpa
cium,ummah,ummah,Verb,
cium (tentang bau-bauan),anggoh,aGgOh,Verb,"anggoh lobei kamar nima ai, bau lang ongga isapu cium dulu kamar kalian itu, baunya seperti tak pernah disapu;"
coba,suba,suba,Verb,subama pikkiri sonaha janginni mardalan borngin i harangan toras!
coba,uji,uji,Verb,
cobek,panggilingan,paGgiliGan,Noun,
cocok,talup,talup,Adjective,pantas: anggo ho talup pakon  si Junaha kalau engkau cocok dengan si Junaha
cocok,tama,tama,Adjective,pantas; patut: haganupan tama hu bani semuanya pantas untuk dia
cocok,teget,tEgEt,Adjective,pantas: sonari teget ia jadi polisi sekarang ia pantas menjadi polisi
coklat,saholat,saholat,Noun,
coklat,sihonda,sihOdda,Noun,
condong,jurang,juraG,Adjective,hayu ai jurang dompak siambilou kayu itu condong ke sebelah kiri
condong,surdung,,,
condong,unjei,ujjEy,Adjective,unjei hayu in hu ambilou kayu itu condong ke kiri
congek,tungkik,tukkik,Noun,
corak,suat,suwat,Noun,ai sonaha do suat ni hioumu ai? bagaimana corak kainmu itu?
corong,saluhsuh,saluhsuh,Noun,saluhsuh ni minak lampu corong minyak lampu
cubit,detep,dEtEp,Verb,detep pinggolni ase jora! cubit pinggangnya agar jera!
cubit,goit,gOit,Verb,
cubit,gotik,gOtik,Raya,
cubit,hubit,,,
cubit mencubit,"marsigotikan 
",,,
cubit;kubak;ihubitvdicubit;dikubak,hubit,hubit,Verb,ulang ihubit ihan nigoreng in! jangan dikubak ikan yang di- goreng itu!
cuci,basuh,basuh,Verb,
cuci bagian,rukruk,,,
cuci bagian dalam dengan mengguncang,rukruk,ru?ru?,Verb,"rukruk lobei emberni, ase tanggo bah ni ai! cuci dulu embernya, baru tampung airnya!"
cuci rambut,angging,,,
cuci rambut; keramas,angging,aGging,Verb,"angging ma domma kotor jambulanmu keramaslah, sudah kotor rambutmu"
cucu,pahompu,pahOp:u,Pronoun,
cucuk ke tanah,pantuk,pantu?,Verb,pantuk hon hayu on cucukkan ke tanah kayu itu
cucukkan ke,pasuk,,,
cukai,asil,asil,Noun,pemerintah mambuat asil pemerintah mengambil cukai
cukai,pansung,pansuG,Noun,pansung ni hontang na nijual cukai barang yang dijual
cukup,singgom,siggOm,Adjective,paspasan: duit Rp 10.000 singgom bae ongkos do hansa ai uang Rp 10.000 paspasan untuk ongkos saja
cukur,nabung,nabuG,Verb,"nabung humismu cukur kumismu; 	untuk mencukur"
cukur,suhur,suhur,Verb,; 
culah,lojong,lOjOG,Noun,
cumi,sibit,,,
cumi,sotong,,,
cumi-cumi,sibit,sibit,Noun,
cungkil,duhei,,,
cungkil,ungkil,ukkil,Verb,; ; 
cupak yang ter,tangkar,,,
cupak yang ter- buat dari tempurung kelapa tangkas  [takkas]  a  jelas,tangkar,takkar,Noun,domma
curam,tungkis,tukkis,Noun,terjal: dalan laho hu jumani tungkis tumang jalan mau ke ladangnya curam sekali
curi,emur,Emur,Verb,
curi,tangko,takko,Verb,
curian,tangkoan,,,
dada,tonton,tOttOn,Noun,
daerah,tanoh,tanoh,Noun, au marianan i tano Simalungun saya tinggal di tanah Simalungun
daerah di Simalungun,Sidamanik,,,
dagangan,tiga,,,
daging,daging,dagiG,Noun,
daging,dongkei,dOkkEy,Noun,mamboli dongkei inang hu tiga ibu membeli daging ke pekan
daging,jagal,jagal,Noun,ongga  do ho mangan jagal? pernahkah kau makan daging?;
daging,juhut,juhut,Noun,enakdo juhut ni paes? enakkah daging kelinci?
daging,lamunak,,,
daging,namalum,,,
daging,pulur,,,
daging buah-buahan yang dimakan,lamunak,lamunak,Noun,
daging suir,bihbihi,bihbihi,Noun,ibihbihi daging ni hum bani holihlini daging disuir dari dari tulangnya
daging yang dimasak dengan bumbu khusus untuk disajikan kepada orang tua,namalum,namalum,Noun,
dagu,osang,OsaG,Noun,osang ni anak-anak lombut dagu anak- anak masih lembut;
dahak,kohak,kOhak,Noun,"ulang mar kohak	age	i	ja!	jangan berdahak di segala tempat! "
dahak; ,kohak,kOhak,Noun,mendahak
dahan,dangkah,dakkah,Noun, dahan; 
dahi,salapsap,salapsap,,
dahi,salibon,salibOn,Noun,
dahulu,hinan,hina:n,Noun,on hinan do na hupindohi ini dahulu yang kuminta;
dahulu,lobei,,,
"dahulu, masa lampau",lobei,lObEy,Adverb,yang mula-mula; ;
dahulukan,palobei,,,
daki,dungut,duGut,Noun,
daki,nangkog,,,
dalam,bagas,,,
dalam,limun,limun,Adjective,pambotohni limun penge- tahuannya dalam
dalam,sunguion,,Noun,
dalam;  jauh dari permukaan,bagas,bagas,Adjective,bagas tumang hondot ni juma ai dalam sekali jurang ladangnya;  3 bagian yang di dalam: i bagas pikiron di dalam pikiran;
dalan,margelog,,Verb,
dalih,lampa,lappa,Noun,
damai,damei,dameiy,Raya,; ; - kan;
damar,damos,damOs,Noun,bahat hayu damos i harangan kayu damar banyak di hutan
damping,romban,rOmban,Verb,berdampingan: hami hundul romban kami duduk berdam- pingan
dan,ampa,appa,Particle,haduan  ahu ampa ia misir hu Jakarta aku dan dia pergi ke Jakarta lusa;
dan,apa,appa,Particle,
dan,jaha,jaha,Particle,halak ai mamboli dayok jaha itik orang itu membeli ayam dan itik
dan,janah,janah,Particle,ia janah ho maningon misir do kau dan dia harus pergi juga
dan,pakon,,,
dan;dengan,pakon,pakon,Particle,pakon ise do roh? dengan siapa kamu datang?
danau,tao,taO,Noun,tao Toba na laingan Danau Toba yang indah
dandan,dandan,dandan,Verb,dandan lobei jambulanni anggimu! dandani dahulu rambut adikmu!
dangkal,aras,aras,Adjective,aras ni bah airnya dangkal;
dangkal,damok,damO?,Raya,damok do bah ai sungai itu dangkal
dangkal,domok,,,
dangkal,libit,,,
dapat,dapot,dapOt,Verb,
dapat di lihat dari jauh,lerler,lErlEr,Verb,dolog ai lerler do humbani na daoh gunung itu dapat dilihat dari jauh
dapat dicepatkan,taroloskon ,,,
dapat dihabiskan,tarboishon ,,,
dapat dikerjakan,tarhobason ,,,
dapat dikerjakan,tarhosei ,,,
dapat dikuatkan,tarpagogoh ,,,
dapat diterbangkan,"tarpahabang 
",,,
dapat melihat,marnidah ,,,
darah,daroh,darOh,Noun,bahat do pantan daroh ni banyak darahnya keluar;
darah,mudar,mudar,Noun,
darat,darat,darat,Noun,bolak do juma darat ni ma? luaskah ladang darat kalian?
dari,hun,hun,Particle,hun ja ham? dari mana kau?
dari mana,anjah,anjah,Pronoun,anjah hani ma dari mana kamu?;
daripada,humbani,hubbani,Particle,
daripada,hunbani,hubbani,Particle,
datang,datang,,,
datang,"marsirohan 
",,,
datang,roh,rOh,Verb,hadir: sidea roh hun Jakarta mereka datang dari Jakarta: ia roh dob borngin bagas ia datang sesudah malam larut ise na roh in? siapa yang hadir itu?
dataran,doshon,,,
dataran,habungan,,,
dataranrendah,habungan,habuGan,Noun,
datuk,datok,,,
daun,bulung,buluG,Noun,"songon pardabuhi bulung torop, pb seperti jatuhnya daun torop (lebih banyak bicara daripada bekerja)"
daun   salam,murak,mura?,Noun,murak tarmasuk bumbu gulai daun salam termasuk bumbu sayur
daun enau,lambei,lambEy,Noun,jenges tumang lambei ai cantik sekali daun enau itu
daun katu,nasi,,,
daun kemangi,layam,layam,Noun,
daun pandan yang berdaun lebar dan panjang sebagai bahan pem- buat,anggarba,aGgarba,Noun,anggarba boi ibayu mambaen amak daun aggarba untuk membuat tikar
daun salam,murak,,,
daun sirih,gatap,,,
dayung,holey,hOlEy,Noun,
debar,bukbak,bukba?,Verb,bukbak uhur ni hati ini berdebar
debar,dibar,,,
debaran,dibaron ,,,
debu,abab,abab,Noun,
debu,abuk,,,
debu,orbuk,Orbu?,Noun,
dedak,hodop,hOdOp,Noun,hanami mamboan hodop hu juma kami membawa dedak ke ladang
degil,gilgil,gilgil,Adjective,"gilgil ho, ni as ease pe lang maruguhon dasar degil, siapapun yang me- nasehati tidak ada yang di- dengar"
degil,hengkeng,hEkkEG,Adjective,keras kepala;
dekap,ulig,,,
dekap (saat tidur),ulig,ulig,Verb,ulig ia ase ulang borgohan! dekap dia biar tidak kedinginan!; 
dekat,barah,,,
dekat,dohor,dOhOr,Adjective,; ; ; ;
dekat,donok,dOnO?,Adjective,donok mando dapat  ma  rumahni tidak berapa jauh lagi aku akan tiba di rumahnya
dekat,lambung,,,
dekat sekali,doldol,dOldOl,Adjective,doldol do juma name ladang kami dekat sekali
"dekat, sisi",lambung,lambuG,Noun,
dekat; hapir tiba (waktunya),barah,bara,Adjective,barah ma das idea roh mereka dating sebentar lagi
dekatkan,jon,jOn,Adjective,jon tanganmu ase hubere tintin hubam! dekatkan tanganmu agar kuberikan cincin padamu!
delapan,lapan,lapan,Numeral,hanami marsanina lapan halak kami delapan orang bersaudara
delapan,ualuh,uwaluh,Numeral,marualuh-- delapan
delik,serleng,sErlEG,Verb,lotot; ; melotot
delima,dalima,dalima,Noun,isei na mandebar dalima na  gargar ai? Siapa yang melempar buah delima yang merah itu?
delta,holang,,,
demam,banggor,baGgOr,Adjective,
demam,marun,,,
demam,marunan,marunan,Verb,badanhu marunan halani hona udan badanku demam karena kena hujan
demam; deman karena malaria,marun,marun,Noun,si Ali marun si Ali demam
dendam,domdom,dOmdOm,Verb,domdom pattang bani namaragam dendam itu pantang di dalam agama
dendam,monok,mOnO?,Noun,ulang monok bani halak! jangan dendam sama orang lain!
dendam,sorngot,,,
dendang,ihal,ihal,Noun,
dendeng,salei,salEy,Noun,salei aima sipanganon harosuhku den- deng adalah makanan kege- maranku
dengan,anjaha,anjaha,Particle,ia marsahap anjaha ni ompung ia berbicara dengan nenek
dengan,dohot,dOhOt,Particle,
dengan,horap,hOrap,Particle,horap ise do ho nongkan ai?  dengan siapa kamu tadi?
dengar,bogei,,,
dengar,tangar,taGar,Verb,
dengar,tangi,taGi,Verb,
dengar; ,bogei,bOgEy,Verb,"hanami	manbogei	sora	ni babui kami mendengar suara babi;"
dengkur,mungkor,muk:Or,Noun,ia mungkor tingki modom ia tidur mendengkur;
dengkur,ungkor,ukkOr,Noun,"tartangar	ungkorni		hu	jon dengkurnya terdengar ke sini; "
dengung,dondong,,,
dengung suara kapal terbang,dengeng,,,
dengung; ,dondong,dOddOG,Noun,"mardondong	songon	sorani borong-borong		berdengung seperti suara kumbang terbang"
dengus,dongos,,,
"dengus; mardongos		v	berdengus",dongos,dOGOs,Noun,"mardongos do parhabang do pidoras	burung		terbang berdengus"
denting suara benda jatuih,latang,lataG,Noun,
dentum,durub,,,
dentum; ,durub,durub,Noun,"mardurup	sorani	bodil berdentum suara bedil"
denyut,motok,motok,Noun,motok jantungna lang tetap denyut jantungnya tidak tetap
depa,dopa,dOpa,Noun,
depa,holag,hOlag,Noun,
depan,lojo,lOjO,Noun,muka;
derak,derek,,,
derak,hurapak,hurapak,Noun,tiruan bunyi dahan patah; 
derap,gorojob,,,
derap; tiruan suara hentakan kaki; ,gorojob,gOrOjob,Noun,"pardalani sidea margorojob halani bahattui jalan mereka berderap-derap			karena banyaknya"
deras,doras,dOras,Raya,udan doras nabodari hujan deras semalam
deras,gojab,gOjab,Adjective,"passur ni tongah gojab seng songon passur na i pinggir ai pancuran yang di tengah deras, bukan seperti pancuran yang di pinggir"
dering,diring,diriG,Raya,tiruan bunyi giring-giring;
derita,awei,awEy,Noun,lang boi mambahen inang mangawei tidak boleh membuat ibu menderita
derita,taron,tarOn,Noun,
deru,dosong,,,
deru; ,dosong,dOsOG,Noun,mandosong logou i tao angin menderu di danau
desir,hurasak,hurasak,Noun,
destar,gotong,gOtOG,Noun,
destar,rantei,,,
detik,dotik,dOti?,Noun,
dewasa,matoras,matoras,Adjective,
di,i,i,Pronoun,kata depan untuk menandai tempat madabuh ia i saba dia jatuh di sawah
dia,ia,iya,Pronoun,ia do misir dia yang pergi
diabaikan,itioshon ,,,
diadakan,iadonghon,,Verb,
diadakan marnadong berada,iadonghon ,,,
dialihkan,palembang ,,,
diam,diam,diam,Verb,"diam, ulang marsahap! diam, jangan berbicara!"
diam,morpo,mOrpO,Verb,sidea baganup morpo mereka semua diam
diam,sip,sip,Verb,"sip lobei, ulang marsahap! diam dulu, jangan berbicara!"
diam tak,dunam,,,
diam tak berkata-kata,dunam,dunam,Verb,
diam tidak,dungan,,,
diam tidak berkata,dungan,duGan,Verb,dungan lang tungkap be terdiam tidak berkata lagi
diang,dadang,,,
diang,lulus,lulus,Verb,memanaskan dengan api; inang manlulusi bulung i tataring ibu mendiangkan daun di atas perapian; ;
diang; ,dadang,dadaG,Verb,"mardadang	ma		anggo borgohan berdianglah kalau kedinginan;"
diangkat,iangkat ,,,
diangkat,ipabangkit,baGkit,Verb,ipabangkit gabe raja diangkat menjadi raja
diangkat,"ipabangkit 
",,,
diare,rompas,rOp:as,Noun,
diasapi,pul ,,,
dibabat pendek,pat ,,,
dibakar,itutung ,,,
dibalas,ibalas,,Verb,
dibalas,ibalas ,,,
dibalut,igulu ,,,
dibaptis,ididi ,,,
dibasahi,tarbah,,Verb,
dibasahi,tarbah ,,,
dibatas,ibatos ,,,
dibayang,lasalasa,,,
dibayang- bayangkan; dikata-katakan; pura-pura tak sengaja,lasalasa,lasalasa,Verb,domma ongga lasa-lasa hon bangku sudah pernah dikata-katakan padaku
dibeci,iluat,,Verb,
dibeci,iluat ,,,
dibelakangkan,ipudihon,,Verb,
dibelakangkan,ipudihon ,,,
dibengkokkan,eduk ,,,
dibengkokkan,"ipadegol 
",,,
dibentangkan,"bentang  
iamparhon ",,,
dibentangkan,iherbangkon,hErbaG,Verb,"biasani iherbangkon do lobei hiou	in	sibolioni	biasanya dibentangkan	dulu		kainnya baru dibeli;"
dibentuk,ilatap ,,,
diberi,idembani ,,,
diberi gorga,igorga,,,
diberi tahu,itugah ,,,
dibersihkan,iuras ,,,
